-181.499, 68.923, 2.286,  7.606
-181.490, 68.847, 2.294,  7.639
-181.482, 68.771, 2.302,  7.672
-181.473, 68.695, 2.309,  7.705
-181.465, 68.618, 2.317,  7.738
-181.457, 68.541, 2.324,  7.771
-181.449, 68.464, 2.332,  7.804
-181.441, 68.386, 2.339,  7.837
-181.433, 68.308, 2.347,  7.870
-181.425, 68.230, 2.355,  7.903
-181.417, 68.152, 2.363,  7.936
-181.410, 68.073, 2.370,  7.969
-181.402, 67.994, 2.378,  8.002
-181.395, 67.915, 2.386,  8.035
-181.388, 67.836, 2.394,  8.068
-181.381, 67.756, 2.401,  8.101
-181.374, 67.676, 2.409,  8.134
-181.367, 67.596, 2.417,  8.167
-181.360, 67.515, 2.425,  8.200
-181.354, 67.435, 2.433,  8.233
-181.347, 67.354, 2.441,  8.266
-181.341, 67.272, 2.449,  8.299
-181.334, 67.191, 2.457,  8.332
-181.328, 67.109, 2.465,  8.365
-181.322, 67.027, 2.473,  8.398
-181.316, 66.944, 2.481,  8.431
-181.311, 66.861, 2.489,  8.464
-181.305, 66.778, 2.497,  8.497
-181.299, 66.695, 2.505,  8.530
-181.294, 66.612, 2.513,  8.563
-181.289, 66.528, 2.521,  8.596
-181.283, 66.444, 2.529,  8.629
-181.278, 66.359, 2.538,  8.662
-181.273, 66.275, 2.546,  8.695
-181.268, 66.190, 2.554,  8.728
-181.264, 66.104, 2.562,  8.761
-181.259, 66.019, 2.571,  8.794
-181.254, 65.933, 2.579,  8.827
-181.250, 65.847, 2.588,  8.860
-181.246, 65.760, 2.596,  8.893
-181.242, 65.674, 2.604,  8.926
-181.238, 65.587, 2.613,  8.959
-181.234, 65.500, 2.621,  8.992
-181.230, 65.412, 2.630,  9.025
-181.226, 65.324, 2.638,  9.058
-181.223, 65.236, 2.647,  9.091
-181.219, 65.148, 2.655,  9.124
-181.216, 65.059, 2.664,  9.157
-181.213, 64.970, 2.672,  9.190
-181.209, 64.881, 2.681,  9.223
-181.206, 64.791, 2.690,  9.256
-181.204, 64.701, 2.699,  9.289
-181.201, 64.611, 2.707,  9.322
-181.198, 64.521, 2.716,  9.355
-181.195, 64.430, 2.725,  9.388
-181.193, 64.339, 2.734,  9.421
-181.191, 64.248, 2.743,  9.454
-181.188, 64.156, 2.751,  9.487
-181.186, 64.064, 2.760,  9.520
-181.184, 63.972, 2.769,  9.553
-181.182, 63.879, 2.778,  9.586
-181.181, 63.786, 2.787,  9.619
-181.179, 63.693, 2.797,  9.652
-181.177, 63.600, 2.806,  9.685
-181.176, 63.506, 2.815,  9.718
-181.174, 63.412, 2.824,  9.751
-181.173, 63.318, 2.833,  9.784
-181.172, 63.223, 2.842,  9.817
-181.171, 63.128, 2.852,  9.850
-181.170, 63.033, 2.861,  9.883
-181.169, 62.937, 2.870,  9.916
-181.168, 62.841, 2.880,  9.949
-181.167, 62.745, 2.889,  9.982
-181.167, 62.648, 2.898, 10.015
-181.166, 62.551, 2.908, 10.048
-181.166, 62.454, 2.917, 10.081
-181.166, 62.357, 2.927, 10.114
-181.165, 62.259, 2.936, 10.147
-181.165, 62.161, 2.946, 10.180
-181.165, 62.062, 2.956, 10.213
-181.165, 61.963, 2.965, 10.246
-181.165, 61.864, 2.975, 10.279
-181.165, 61.765, 2.985, 10.312
-181.166, 61.665, 2.995, 10.345
-181.166, 61.565, 3.004, 10.378
-181.166, 61.465, 3.014, 10.411
-181.167, 61.364, 3.024, 10.444
-181.168, 61.263, 3.034, 10.477
-181.168, 61.161, 3.044, 10.510
-181.169, 61.060, 3.054, 10.543
-181.170, 60.958, 3.064, 10.576
-181.171, 60.855, 3.074, 10.609
-181.172, 60.753, 3.084, 10.642
-181.173, 60.650, 3.094, 10.675
-181.174, 60.546, 3.104, 10.708
-181.175, 60.442, 3.114, 10.741
-181.176, 60.338, 3.124, 10.774
-181.177, 60.234, 3.134, 10.807
-181.179, 60.129, 3.145, 10.840
-181.180, 60.024, 3.155, 10.873
-181.182, 59.919, 3.165, 10.906
-181.183, 59.813, 3.175, 10.939
-181.185, 59.707, 3.186, 10.972
-181.186, 59.600, 3.196, 11.005
-181.188, 59.494, 3.207, 11.038
-181.190, 59.386, 3.217, 11.071
-181.192, 59.279, 3.228, 11.104
-181.194, 59.171, 3.238, 11.137
-181.195, 59.063, 3.249, 11.170
-181.197, 58.954, 3.260, 11.203
-181.199, 58.845, 3.270, 11.236
-181.201, 58.736, 3.281, 11.269
-181.204, 58.627, 3.292, 11.302
-181.206, 58.517, 3.302, 11.335
-181.208, 58.406, 3.313, 11.368
-181.210, 58.296, 3.324, 11.401
-181.212, 58.184, 3.335, 11.434
-181.214, 58.073, 3.346, 11.467
-181.217, 57.961, 3.357, 11.500
-181.219, 57.849, 3.368, 11.533
-181.221, 57.737, 3.379, 11.566
-181.224, 57.624, 3.390, 11.599
-181.226, 57.510, 3.401, 11.632
-181.229, 57.397, 3.412, 11.665
-181.231, 57.283, 3.424, 11.698
-181.234, 57.168, 3.435, 11.731
-181.236, 57.054, 3.446, 11.764
-181.239, 56.939, 3.457, 11.797
-181.241, 56.823, 3.469, 11.830
-181.244, 56.707, 3.480, 11.863
-181.246, 56.591, 3.491, 11.896
-181.249, 56.474, 3.503, 11.929
-181.251, 56.357, 3.514, 11.962
-181.254, 56.240, 3.526, 11.995
-181.257, 56.122, 3.537, 12.028
-181.259, 56.004, 3.549, 12.061
-181.262, 55.885, 3.561, 12.094
-181.265, 55.766, 3.573, 12.127
-181.267, 55.647, 3.584, 12.160
-181.270, 55.527, 3.596, 12.193
-181.273, 55.407, 3.608, 12.226
-181.275, 55.287, 3.620, 12.259
-181.278, 55.166, 3.632, 12.292
-181.281, 55.044, 3.644, 12.325
-181.283, 54.923, 3.655, 12.358
-181.286, 54.800, 3.667, 12.391
-181.288, 54.678, 3.679, 12.424
-181.291, 54.555, 3.691, 12.457
-181.294, 54.432, 3.703, 12.490
-181.296, 54.308, 3.716, 12.523
-181.299, 54.184, 3.728, 12.556
-181.301, 54.059, 3.740, 12.589
-181.304, 53.934, 3.753, 12.622
-181.307, 53.809, 3.765, 12.655
-181.309, 53.683, 3.777, 12.688
-181.312, 53.557, 3.790, 12.721
-181.314, 53.430, 3.802, 12.754
-181.317, 53.303, 3.815, 12.787
-181.319, 53.176, 3.827, 12.820
-181.322, 53.048, 3.840, 12.853
-181.324, 52.920, 3.853, 12.886
-181.326, 52.791, 3.865, 12.919
-181.329, 52.662, 3.878, 12.952
-181.331, 52.532, 3.890, 12.985
-181.334, 52.402, 3.903, 13.018
-181.336, 52.272, 3.916, 13.051
-181.338, 52.141, 3.929, 13.084
-181.340, 52.010, 3.942, 13.117
-181.343, 51.878, 3.954, 13.150
-181.345, 51.746, 3.967, 13.183
-181.347, 51.613, 3.980, 13.216
-181.349, 51.480, 3.993, 13.249
-181.351, 51.347, 4.006, 13.282
-181.353, 51.213, 4.018, 13.315
-181.355, 51.079, 4.031, 13.348
-181.357, 50.944, 4.044, 13.381
-181.359, 50.809, 4.057, 13.414
-181.361, 50.674, 4.070, 13.447
-181.363, 50.538, 4.083, 13.480
-181.365, 50.401, 4.096, 13.513
-181.367, 50.264, 4.109, 13.546
-181.369, 50.127, 4.122, 13.579
-181.371, 49.989, 4.135, 13.612
-181.372, 49.851, 4.149, 13.645
-181.374, 49.713, 4.162, 13.678
-181.376, 49.574, 4.175, 13.711
-181.377, 49.434, 4.189, 13.744
-181.379, 49.294, 4.202, 13.777
-181.381, 49.154, 4.215, 13.810
-181.382, 49.013, 4.229, 13.843
-181.384, 48.872, 4.242, 13.876
-181.385, 48.730, 4.256, 13.909
-181.387, 48.588, 4.269, 13.942
-181.388, 48.445, 4.283, 13.975
-181.389, 48.302, 4.296, 14.008
-181.391, 48.158, 4.310, 14.041
-181.392, 48.014, 4.324, 14.074
-181.393, 47.870, 4.337, 14.107
-181.394, 47.725, 4.351, 14.140
-181.396, 47.580, 4.365, 14.173
-181.397, 47.434, 4.379, 14.206
-181.398, 47.287, 4.393, 14.239
-181.399, 47.141, 4.407, 14.272
-181.400, 46.993, 4.421, 14.305
-181.401, 46.846, 4.435, 14.338
-181.402, 46.697, 4.449, 14.371
-181.403, 46.549, 4.463, 14.404
-181.403, 46.400, 4.478, 14.437
-181.404, 46.250, 4.492, 14.470
-181.405, 46.100, 4.506, 14.503
-181.406, 45.949, 4.520, 14.536
-181.407, 45.798, 4.535, 14.569
-181.407, 45.647, 4.549, 14.602
-181.408, 45.495, 4.564, 14.635
-181.409, 45.342, 4.579, 14.668
-181.409, 45.189, 4.593, 14.701
-181.410, 45.036, 4.608, 14.734
-181.410, 44.882, 4.623, 14.767
-181.411, 44.727, 4.637, 14.800
-181.411, 44.572, 4.652, 14.833
-181.412, 44.417, 4.667, 14.866
-181.412, 44.261, 4.682, 14.899
-181.412, 44.105, 4.697, 14.932
-181.413, 43.948, 4.712, 14.965
-181.413, 43.790, 4.727, 14.998
-181.413, 43.632, 4.742, 15.031
-181.414, 43.474, 4.757, 15.064
-181.414, 43.315, 4.772, 15.097
-181.414, 43.155, 4.788, 15.130
-181.414, 42.995, 4.803, 15.163
-181.414, 42.835, 4.819, 15.196
-181.414, 42.674, 4.834, 15.229
-181.414, 42.512, 4.849, 15.262
-181.415, 42.350, 4.865, 15.295
-181.415, 42.188, 4.880, 15.328
-181.415, 42.025, 4.896, 15.361
-181.415, 41.861, 4.912, 15.394
-181.415, 41.697, 4.927, 15.427
-181.414, 41.532, 4.943, 15.460
-181.414, 41.367, 4.959, 15.493
-181.414, 41.202, 4.975, 15.526
-181.414, 41.035, 4.991, 15.559
-181.414, 40.869, 5.007, 15.592
-181.414, 40.701, 5.023, 15.625
-181.414, 40.533, 5.039, 15.658
-181.414, 40.365, 5.055, 15.691
-181.413, 40.196, 5.072, 15.724
-181.413, 40.027, 5.088, 15.757
-181.413, 39.857, 5.103, 15.790
-181.413, 39.686, 5.113, 15.823
-181.412, 39.516, 5.110, 15.856
-181.412, 39.346, 5.098, 15.889
-181.412, 39.177, 5.087, 15.922
-181.411, 39.007, 5.082, 15.955
-181.411, 38.838, 5.084, 15.988
-181.411, 38.668, 5.092, 16.021
-181.410, 38.498, 5.104, 16.054
-181.410, 38.328, 5.121, 16.087
-181.410, 38.157, 5.140, 16.120
-181.409, 37.985, 5.161, 16.153
-181.409, 37.812, 5.184, 16.186
-181.409, 37.638, 5.208, 16.219
-181.408, 37.464, 5.233, 16.252
-181.408, 37.289, 5.257, 16.285
-181.407, 37.113, 5.282, 16.318
-181.407, 36.936, 5.306, 16.351
-181.407, 36.759, 5.330, 16.384
-181.406, 36.580, 5.354, 16.417
-181.406, 36.401, 5.377, 16.450
-181.405, 36.221, 5.399, 16.483
-181.405, 36.041, 5.422, 16.516
-181.404, 35.859, 5.443, 16.549
-181.404, 35.677, 5.465, 16.582
-181.403, 35.495, 5.486, 16.615
-181.403, 35.311, 5.506, 16.648
-181.403, 35.127, 5.527, 16.681
-181.402, 34.942, 5.547, 16.714
-181.402, 34.757, 5.567, 16.747
-181.401, 34.571, 5.587, 16.780
-181.401, 34.384, 5.606, 16.813
-181.400, 34.197, 5.626, 16.846
-181.400, 34.009, 5.645, 16.879
-181.399, 33.820, 5.665, 16.912
-181.399, 33.631, 5.684, 16.945
-181.398, 33.441, 5.703, 16.978
-181.398, 33.250, 5.723, 17.011
-181.397, 33.059, 5.742, 17.044
-181.397, 32.867, 5.761, 17.077
-181.396, 32.674, 5.781, 17.110
-181.396, 32.481, 5.800, 17.143
-181.396, 32.287, 5.820, 17.176
-181.395, 32.093, 5.839, 17.209
-181.395, 31.897, 5.859, 17.242
-181.394, 31.702, 5.878, 17.275
-181.394, 31.505, 5.898, 17.308
-181.393, 31.308, 5.918, 17.341
-181.393, 31.110, 5.937, 17.374
-181.392, 30.912, 5.957, 17.407
-181.392, 30.713, 5.977, 17.440
-181.391, 30.513, 5.997, 17.473
-181.391, 30.312, 6.017, 17.506
-181.391, 30.111, 6.037, 17.539
-181.390, 29.909, 6.057, 17.572
-181.390, 29.707, 6.078, 17.605
-181.389, 29.504, 6.098, 17.638
-181.389, 29.300, 6.118, 17.671
-181.389, 29.095, 6.138, 17.704
-181.388, 28.890, 6.159, 17.737
-181.388, 28.684, 6.179, 17.770
-181.387, 28.478, 6.200, 17.803
-181.387, 28.271, 6.220, 17.836
-181.387, 28.063, 6.241, 17.869
-181.386, 27.854, 6.262, 17.902
-181.386, 27.645, 6.283, 17.935
-181.385, 27.435, 6.304, 17.968
-181.385, 27.224, 6.325, 18.001
-181.385, 27.013, 6.346, 18.034
-181.384, 26.800, 6.367, 18.067
-181.384, 26.588, 6.388, 18.100
-181.384, 26.374, 6.410, 18.133
-181.383, 26.160, 6.431, 18.166
-181.383, 25.945, 6.452, 18.199
-181.383, 25.729, 6.474, 18.232
-181.382, 25.513, 6.495, 18.265
-181.382, 25.296, 6.517, 18.298
-181.382, 25.078, 6.538, 18.331
-181.381, 24.859, 6.560, 18.364
-181.381, 24.640, 6.582, 18.397
-181.380, 24.420, 6.604, 18.430
-181.380, 24.199, 6.626, 18.463
-181.380, 23.978, 6.648, 18.496
-181.379, 23.755, 6.671, 18.529
-181.379, 23.532, 6.693, 18.562
-181.379, 23.309, 6.715, 18.595
-181.378, 23.084, 6.737, 18.628
-181.378, 22.859, 6.760, 18.661
-181.378, 22.633, 6.782, 18.694
-181.378, 22.406, 6.804, 18.727
-181.377, 22.179, 6.827, 18.760
-181.377, 21.951, 6.849, 18.793
-181.377, 21.722, 6.871, 18.826
-181.376, 21.492, 6.893, 18.859
-181.376, 21.262, 6.915, 18.892
-181.376, 21.031, 6.938, 18.925
-181.375, 20.799, 6.960, 18.958
-181.375, 20.566, 6.983, 18.991
-181.375, 20.333, 7.006, 19.024
-181.374, 20.099, 7.029, 19.057
-181.374, 19.864, 7.051, 19.090
-181.374, 19.628, 7.074, 19.123
-181.373, 19.392, 7.098, 19.156
-181.373, 19.154, 7.121, 19.189
-181.373, 18.916, 7.144, 19.222
-181.372, 18.678, 7.168, 19.255
-181.372, 18.438, 7.191, 19.288
-181.371, 18.198, 7.215, 19.321
-181.371, 17.957, 7.238, 19.354
-181.371, 17.715, 7.262, 19.387
-181.370, 17.472, 7.286, 19.420
-181.370, 17.228, 7.310, 19.453
-181.370, 16.984, 7.334, 19.486
-181.369, 16.739, 7.358, 19.519
-181.369, 16.493, 7.382, 19.552
-181.368, 16.246, 7.406, 19.585
-181.368, 15.999, 7.430, 19.618
-181.368, 15.751, 7.455, 19.651
-181.367, 15.502, 7.479, 19.684
-181.367, 15.252, 7.504, 19.717
-181.366, 15.001, 7.528, 19.750
-181.366, 14.749, 7.553, 19.783
-181.366, 14.497, 7.577, 19.816
-181.365, 14.244, 7.602, 19.849
-181.365, 13.990, 7.626, 19.882
-181.364, 13.735, 7.651, 19.915
-181.364, 13.479, 7.676, 19.948
-181.363, 13.223, 7.700, 19.981
-181.363, 12.965, 7.725, 20.014
-181.362, 12.707, 7.750, 20.047
-181.362, 12.448, 7.775, 20.080
-181.361, 12.188, 7.800, 20.113
-181.361, 11.928, 7.826, 20.146
-181.360, 11.666, 7.851, 20.179
-181.360, 11.404, 7.876, 20.212
-181.359, 11.141, 7.902, 20.245
-181.359, 10.877, 7.928, 20.278
-181.358, 10.612, 7.954, 20.311
-181.358, 10.346, 7.979, 20.344
-181.357, 10.079, 8.006, 20.377
-181.357, 9.812, 8.032, 20.410
-181.356, 9.543, 8.058, 20.443
-181.356, 9.274, 8.084, 20.476
-181.355, 9.004, 8.111, 20.509
-181.354, 8.733, 8.137, 20.542
-181.354, 8.461, 8.164, 20.575
-181.353, 8.188, 8.190, 20.608
-181.353, 7.915, 8.217, 20.641
-181.352, 7.640, 8.244, 20.674
-181.351, 7.365, 8.271, 20.707
-181.351, 7.088, 8.298, 20.740
-181.350, 6.811, 8.326, 20.773
-181.349, 6.533, 8.353, 20.806
-181.349, 6.254, 8.380, 20.839
-181.348, 5.973, 8.408, 20.872
-181.347, 5.693, 8.435, 20.905
-181.347, 5.411, 8.463, 20.938
-181.346, 5.128, 8.491, 20.971
-181.345, 4.844, 8.519, 21.004
-181.345, 4.559, 8.547, 21.037
-181.344, 4.274, 8.575, 21.070
-181.343, 3.987, 8.603, 21.103
-181.343, 3.700, 8.631, 21.136
-181.342, 3.411, 8.659, 21.169
-181.341, 3.122, 8.688, 21.202
-181.340, 2.832, 8.716, 21.235
-181.340, 2.540, 8.745, 21.268
-181.339, 2.248, 8.774, 21.301
-181.338, 1.955, 8.803, 21.334
-181.337, 1.661, 8.832, 21.367
-181.336, 1.366, 8.861, 21.400
-181.336, 1.070, 8.890, 21.433
-181.335, 0.773, 8.919, 21.466
-181.334, 0.475, 8.948, 21.499
-181.333, 0.176, 8.978, 21.532
-181.332, -0.124, 9.007, 21.565
-181.332, -0.425, 9.037, 21.598
-181.331, -0.727, 9.067, 21.631
-181.330, -1.030, 9.096, 21.664
-181.329, -1.334, 9.126, 21.697
-181.328, -1.639, 9.157, 21.730
-181.327, -1.945, 9.187, 21.763
-181.326, -2.252, 9.217, 21.796
-181.325, -2.560, 9.247, 21.829
-181.325, -2.869, 9.278, 21.862
-181.324, -3.179, 9.308, 21.895
-181.323, -3.490, 9.339, 21.928
-181.322, -3.803, 9.370, 21.961
-181.321, -4.116, 9.401, 21.994
-181.320, -4.430, 9.432, 22.027
-181.319, -4.745, 9.463, 22.060
-181.318, -5.061, 9.494, 22.093
-181.317, -5.378, 9.525, 22.126
-181.316, -5.697, 9.557, 22.159
-181.315, -6.016, 9.588, 22.192
-181.314, -6.337, 9.620, 22.225
-181.313, -6.658, 9.652, 22.258
-181.312, -6.980, 9.683, 22.291
-181.311, -7.304, 9.715, 22.324
-181.310, -7.629, 9.748, 22.357
-181.309, -7.954, 9.780, 22.390
-181.308, -8.281, 9.812, 22.423
-181.307, -8.609, 9.844, 22.456
-181.306, -8.938, 9.877, 22.489
-181.305, -9.268, 9.910, 22.522
-181.304, -9.599, 9.942, 22.555
-181.303, -9.932, 9.975, 22.588
-181.302, -10.265, 10.008, 22.621
-181.300, -10.599, 10.041, 22.654
-181.299, -10.935, 10.074, 22.687
-181.298, -11.272, 10.108, 22.720
-181.297, -11.609, 10.141, 22.753
-181.296, -11.948, 10.174, 22.786
-181.295, -12.288, 10.208, 22.819
-181.294, -12.629, 10.242, 22.852
-181.292, -12.972, 10.276, 22.885
-181.291, -13.315, 10.310, 22.918
-181.290, -13.659, 10.344, 22.951
-181.289, -14.005, 10.378, 22.984
-181.288, -14.352, 10.412, 23.017
